   5.0230625e+04   5.0230625e+04   5.0232125e+04   2.0000000e+00
   5.0265550e+04   5.0265750e+04   5.0266458e+04   2.0000000e+00
   5.0302250e+04   5.0302500e+04   5.0303417e+04   2.0000000e+00
   5.0440667e+04   5.0440708e+04   5.0442458e+04   2.0000000e+00
   5.0458043e+04   5.0458167e+04   5.0459083e+04   2.0000000e+00
   5.0488550e+04   5.0489083e+04   5.0489792e+04   2.0000000e+00
   5.0548727e+04   5.0549250e+04   5.0549792e+04   2.0000000e+00
   5.0559250e+04   5.0559417e+04   5.0561167e+04   2.0000000e+00
   5.0583066e+04   5.0583375e+04   5.0584000e+04   2.0000000e+00
   5.0594399e+04   5.0594667e+04   5.0595417e+04   2.0000000e+00
   5.0607682e+04   5.0607750e+04   5.0609000e+04   2.0000000e+00
   5.0618013e+04   5.0618292e+04   5.0619958e+04   2.0000000e+00
   5.0644130e+04   5.0644333e+04   5.0645458e+04   2.0000000e+00
   5.0663434e+04   5.0663542e+04   5.0664125e+04   2.0000000e+00
   5.0677083e+04   5.0677250e+04   5.0677833e+04   0.0000000e+00
   5.0694333e+04   5.0694542e+04   5.0694875e+04   1.0000000e+00
   5.0712688e+04   5.0712875e+04   5.0713667e+04   2.0000000e+00
   5.0722025e+04   5.0722667e+04   5.0723958e+04   2.0000000e+00
   5.0731125e+04   5.0731458e+04   5.0731917e+04   1.0000000e+00
   5.0731672e+04   5.0731917e+04   5.0733000e+04   2.0000000e+00
   5.0747500e+04   5.0748000e+04   5.0749292e+04   1.0000000e+00
   5.0758937e+04   5.0759167e+04   5.0761500e+04   2.0000000e+00
   5.0774395e+04   5.0774792e+04   5.0775583e+04   2.0000000e+00
   5.0775792e+04   5.0776000e+04   5.0777000e+04   0.0000000e+00
   5.0792219e+04   5.0792750e+04   5.0794000e+04   0.0000000e+00
   5.0812087e+04   5.0812417e+04   5.0813458e+04   1.0000000e+00
   5.0819590e+04   5.0820042e+04   5.0821917e+04   2.0000000e+00
   5.0822292e+04   5.0822292e+04   5.0823333e+04   1.0000000e+00
   5.0833000e+04   5.0833708e+04   5.0834167e+04   1.0000000e+00
   5.0834167e+04   5.0834250e+04   5.0835542e+04   0.0000000e+00
   5.0841708e+04   5.0842833e+04   5.0844042e+04   0.0000000e+00
   5.0848000e+04   5.0848167e+04   5.0849958e+04   2.0000000e+00
   5.0861167e+04   5.0861417e+04   5.0861875e+04   2.0000000e+00
   5.0862313e+04   5.0863042e+04   5.0864000e+04   1.0000000e+00
   5.0876482e+04   5.0876542e+04   5.0878375e+04   2.0000000e+00
   5.0897417e+04   5.0897542e+04   5.0898417e+04   1.0000000e+00
   5.0902917e+04   5.0903458e+04   5.0906083e+04   0.0000000e+00
   5.0914958e+04   5.0914958e+04   5.0916750e+04   0.0000000e+00
   5.0934898e+04   5.0935208e+04   5.0937083e+04   2.0000000e+00
   5.0937090e+04   5.0937417e+04   5.0940958e+04   0.0000000e+00
   5.0966333e+04   5.0966417e+04   5.0966750e+04   2.0000000e+00
   5.0977802e+04   5.0978167e+04   5.0979250e+04   1.0000000e+00
   5.0988417e+04   5.0988667e+04   5.0989958e+04   2.0000000e+00
   5.0989682e+04   5.0990167e+04   5.0990792e+04   0.0000000e+00
   5.0999131e+04   5.1000250e+04   5.1003292e+04   0.0000000e+00
   5.1004958e+04   5.1005000e+04   5.1007625e+04   0.0000000e+00
   5.1026167e+04   5.1026167e+04   5.1028417e+04   1.0000000e+00
   5.1030542e+04   5.1030542e+04   5.1031500e+04   1.0000000e+00
   5.1032458e+04   5.1032958e+04   5.1034958e+04   0.0000000e+00
   5.1035019e+04   5.1035458e+04   5.1035917e+04   0.0000000e+00
   5.1036958e+04   5.1037042e+04   5.1038583e+04   1.0000000e+00
   5.1044770e+04   5.1045250e+04   5.1046833e+04   2.0000000e+00
   5.1051271e+04   5.1051917e+04   5.1053000e+04   0.0000000e+00
   5.1079083e+04   5.1079167e+04   5.1079750e+04   1.0000000e+00
   5.1080977e+04   5.1081250e+04   5.1082667e+04   2.0000000e+00
   5.1104813e+04   5.1105167e+04   5.1106292e+04   2.0000000e+00
   5.1109512e+04   5.1109625e+04   5.1110667e+04   0.0000000e+00
   5.1124340e+04   5.1124917e+04   5.1126042e+04   1.0000000e+00
   5.1125188e+04   5.1126042e+04   5.1128042e+04   2.0000000e+00
   5.1130060e+04   5.1130083e+04   5.1131500e+04   2.0000000e+00
   5.1147211e+04   5.1147875e+04   5.1148167e+04   0.0000000e+00
   5.1175761e+04   5.1176750e+04   5.1178083e+04   0.0000000e+00
   5.1182000e+04   5.1182167e+04   5.1182917e+04   0.0000000e+00
   5.1191439e+04   5.1191625e+04   5.1191958e+04   0.0000000e+00
   5.1200813e+04   5.1201375e+04   5.1201750e+04   0.0000000e+00
   5.1222792e+04   5.1222792e+04   5.1223625e+04   0.0000000e+00
   5.1225625e+04   5.1225625e+04   5.1226458e+04   1.0000000e+00
   5.1226295e+04   5.1226667e+04   5.1227417e+04   0.0000000e+00
   5.1227103e+04   5.1227417e+04   5.1229708e+04   2.0000000e+00
   5.1247054e+04   5.1247708e+04   5.1249083e+04   0.0000000e+00
   5.1256417e+04   5.1256458e+04   5.1257500e+04   1.0000000e+00
   5.1284469e+04   5.1284750e+04   5.1285792e+04   2.0000000e+00
   5.1288667e+04   5.1289167e+04   5.1290583e+04   2.0000000e+00
   5.1313667e+04   5.1313667e+04   5.1316000e+04   0.0000000e+00
   5.1331833e+04   5.1331958e+04   5.1332917e+04   1.0000000e+00
   5.1355840e+04   5.1356917e+04   5.1358167e+04   0.0000000e+00
   5.1361025e+04   5.1362208e+04   5.1365250e+04   0.0000000e+00
   5.1365629e+04   5.1365875e+04   5.1366083e+04   1.0000000e+00
   5.1366250e+04   5.1366292e+04   5.1367167e+04   0.0000000e+00
   5.1385972e+04   5.1386708e+04   5.1388500e+04   0.0000000e+00
   5.1389667e+04   5.1389833e+04   5.1390333e+04   0.0000000e+00
   5.1390765e+04   5.1390792e+04   5.1392250e+04   1.0000000e+00
   5.1392458e+04   5.1392625e+04   5.1393625e+04   0.0000000e+00
   5.1398767e+04   5.1398833e+04   5.1400708e+04   2.0000000e+00
   5.1401958e+04   5.1402125e+04   5.1404000e+04   0.0000000e+00
   5.1410958e+04   5.1410958e+04   5.1413458e+04   1.0000000e+00
   5.1442500e+04   5.1442500e+04   5.1443500e+04   2.0000000e+00
   5.1443509e+04   5.1443792e+04   5.1445125e+04   0.0000000e+00
   5.1472094e+04   5.1472333e+04   5.1473292e+04   0.0000000e+00
   5.1493792e+04   5.1494417e+04   5.1495750e+04   0.0000000e+00
   5.1495500e+04   5.1495833e+04   5.1497000e+04   2.0000000e+00
   5.1504000e+04   5.1504000e+04   5.1506125e+04   0.0000000e+00
